1,34.279232,4.249269,9.250010,6.665252,
2,34.279232,3.827478,8.863404,5.814319,
3,34.279232,3.934380,11.181229,8.091035,
4,56.862823,4.002243,11.283120,9.006310,
5,72.662582,3.931761,13.360791,8.541902,
6,76.979927,4.125462,16.164478,9.764143,
7,76.979927,3.887647,15.004006,11.181117,
8,76.979927,4.427022,17.790188,12.808435,
9,76.979927,4.018015,18.149780,12.974581,
10,104.590790,3.912988,20.083778,11.529047,
11,104.590790,4.423824,16.382980,12.334891,
12,104.590790,3.956924,16.827457,13.139689,
13,104.590790,4.154860,18.749987,11.375954,
14,184.382172,5.272076,23.910345,13.302261,
15,184.382172,3.788544,20.628428,13.903383,
16,184.382172,4.356379,21.972094,12.733047,
17,184.382172,4.076528,22.664639,15.043116,
18,184.382172,3.912788,21.354631,12.704461,
19,184.382172,3.918082,26.870642,16.385860,
20,184.382172,5.056937,25.368454,19.143011,
21,184.382172,6.998257,25.437359,18.847210,
22,184.382172,4.628245,28.018564,25.221632,
23,184.382172,9.068048,30.814232,26.346542,
24,184.382172,3.833144,29.610859,21.859238,
25,184.382172,8.652653,35.374199,28.542377,
26,184.382172,4.323845,35.631954,29.303532,
27,184.382172,5.842806,32.454880,30.408102,
28,184.382172,4.090181,37.098705,32.922871,
29,184.382172,4.305645,40.439491,32.962345,
30,184.382172,3.918468,42.402702,41.523327,
31,184.382172,11.220617,42.699959,37.200302,
32,184.382172,8.550985,44.762711,36.664932,
33,184.382172,9.031442,42.519234,37.246506,
34,184.382172,4.827191,43.199730,37.306290,
35,184.382172,3.819113,43.021099,38.488708,
36,184.382172,9.005117,40.413383,37.488083,
37,184.382172,9.071602,46.034187,41.212967,
38,184.382172,4.208912,49.753887,47.123726,
39,184.382172,9.051250,51.136864,48.958702,
40,184.382172,9.933644,43.588871,41.403755,
41,184.382172,5.448888,47.133465,45.821686,
42,184.382172,4.308275,41.902557,36.459038,
43,184.382172,8.525351,48.172348,43.704277,
44,184.382172,4.294075,47.578613,41.990360,
45,184.382172,8.976516,45.823025,37.430584,
46,184.382172,3.933845,47.564621,41.955303,
47,184.382172,4.139856,54.359100,47.016685,
48,184.382172,6.740739,46.005695,36.918232,
49,184.382172,9.646378,51.809055,49.120373,
50,184.382172,3.938928,49.156395,45.134106,
51,184.382172,5.195196,44.991112,40.190674,
52,184.382172,3.969792,48.272308,43.940140,
53,184.382172,9.082236,54.885754,47.533367,
54,184.382172,8.667918,49.355553,43.685272,
55,184.382172,5.254164,59.667801,52.964832,
56,184.382172,3.702356,55.093025,44.263348,
57,184.382172,10.914371,60.009216,50.022366,
58,184.382172,8.876403,67.361000,62.887280,
59,184.382172,6.224558,54.921555,45.130527,
60,184.382172,3.869723,49.937424,38.437607,
61,184.382172,4.429586,50.994648,41.665508,
62,184.382172,4.208662,49.601265,36.544567,
63,184.382172,9.361313,50.135838,46.753044,
64,184.382172,9.403877,49.580780,46.365246,
65,184.382172,8.586398,37.474380,20.188910,
66,184.382172,9.424355,47.922810,34.580307,
67,184.382172,4.406703,44.889458,40.875416,
68,184.382172,3.845829,49.201462,36.059090,
69,184.382172,3.844592,53.325428,46.599678,
70,184.382172,3.810120,47.530071,34.228348,
71,184.382172,4.299977,46.193150,37.662441,
72,184.382172,4.260818,60.810497,60.583183,
73,339.063660,4.832693,73.551804,59.262245,
74,339.063660,4.325941,64.879379,48.484833,
75,339.063660,10.012964,82.397270,70.980637,
76,446.265167,3.987697,96.684471,65.904968,
77,446.265167,8.715977,108.847710,93.260361,
78,446.265167,4.087008,128.414047,121.064034,
79,486.006409,4.104309,108.895668,79.913872,
80,523.671204,4.121323,150.539673,107.669830,
81,523.671204,4.355146,168.511337,124.448143,
82,523.671204,4.321807,171.521912,87.118393,
83,523.671204,9.643295,178.348755,125.568443,
84,523.671204,7.288892,192.422791,165.021683,
85,535.931152,5.142089,203.713028,169.882339,
86,535.931152,6.266866,201.728851,143.706223,
87,2219.375244,10.798819,284.827637,177.599792,
88,2219.375244,9.978567,211.045502,145.720001,
89,2219.375244,4.450759,193.567688,148.492233,
90,2219.375244,4.213091,171.233047,96.097603,
91,2219.375244,4.127502,184.185577,130.917374,
92,2219.375244,4.213892,195.080124,115.726791,
93,2219.375244,5.287946,189.016541,120.725571,
94,2219.375244,4.664083,183.634277,117.003723,
95,2219.375244,8.781255,177.365845,143.755829,
96,2219.375244,4.218141,208.476547,133.740646,
97,2219.375244,4.113124,213.150925,124.212181,
98,2219.375244,6.707171,217.832748,144.190384,
99,2219.375244,9.905381,201.171646,145.713409,
100,2219.375244,11.085907,208.128632,144.858963,
101,2219.375244,8.893626,231.827484,126.590775,
102,2219.375244,6.105418,219.858566,150.997238,
103,2219.375244,3.829626,233.967575,161.095093,
104,2219.375244,8.726486,289.835754,265.407959,
105,2219.375244,13.541843,254.158615,174.527252,
106,2219.375244,4.306657,301.050720,242.133133,
107,2219.375244,9.480702,314.491180,302.415070,
108,2219.375244,4.017463,250.753021,193.171448,
109,2219.375244,4.214478,259.200043,175.083145,
110,2219.375244,9.110229,313.677734,269.635651,
111,2219.375244,4.142331,322.169739,305.565308,
112,2219.375244,4.629122,288.107025,212.026321,
113,2219.375244,9.588954,257.842987,170.903442,
114,2219.375244,5.953435,308.049744,247.156586,
115,2219.375244,5.078510,348.906921,246.439774,
116,2219.375244,4.293851,293.839050,228.729279,
117,2219.375244,4.217138,226.712723,140.414169,
118,2219.375244,4.234440,280.261047,170.327942,
119,2219.375244,6.629318,329.942505,371.871185,
120,2219.375244,4.137942,337.265503,360.503815,
121,2219.375244,8.791519,380.808746,368.738617,
122,2219.375244,5.775779,343.300964,319.587524,
123,2219.375244,4.125664,350.941925,405.936157,
124,2219.375244,4.078684,343.507080,391.874420,
125,2219.375244,4.961305,378.965942,438.443024,
126,2219.375244,4.190668,304.902344,255.364304,
127,2219.375244,9.858475,367.533600,383.697449,
128,2219.375244,4.042459,319.045013,328.074615,
129,2219.375244,4.342978,315.174622,257.557648,
130,2219.375244,8.808174,366.288208,384.880188,
131,2219.375244,4.305862,348.918701,251.075195,
132,2219.375244,6.350963,294.061707,148.582230,
133,2219.375244,8.940224,363.518188,339.446228,
134,2219.375244,10.044174,333.444763,192.995590,
135,2219.375244,4.109535,321.036316,246.831604,
136,2219.375244,3.932604,344.972473,235.626801,
137,2219.375244,4.451176,349.319061,408.339386,
138,2219.375244,8.846313,322.810272,237.436462,
139,2323.933350,4.224891,414.252594,468.562561,
140,2323.933350,4.380594,268.668030,180.779510,
141,2323.933350,8.845960,398.370056,439.312561,
142,2323.933350,4.304231,378.680023,292.949158,
143,2323.933350,4.309068,399.467712,472.323059,
144,2323.933350,4.532276,362.524841,308.396881,
145,2323.933350,4.689094,401.236847,405.120728,
146,2323.933350,9.207212,394.936096,237.637329,
147,2323.933350,4.143709,469.696899,480.406219,
148,2323.933350,5.510615,471.771942,499.079590,
149,2344.642090,9.938363,508.077087,503.511322,
150,2344.642090,4.192726,492.124237,447.417999,
151,2501.399414,4.898642,564.967773,475.734375,
152,2501.399414,4.306453,412.766907,291.965759,
153,2501.399414,4.121893,409.289276,480.100891,
154,2501.399414,4.225543,411.685974,512.897522,
155,2501.399414,4.479151,441.594482,504.586823,
156,2501.399414,4.321585,413.909943,431.353180,
157,2501.399414,5.663629,551.412109,523.275635,
158,2501.399414,4.020054,477.136627,513.456543,
159,2501.399414,10.312295,527.792236,512.922058,
160,2501.399414,4.120655,600.780029,497.342560,
161,2501.399414,7.224751,522.414429,488.056458,
162,2501.399414,4.136462,552.172485,512.597046,
163,2501.399414,4.152253,459.210632,443.299438,
164,2501.399414,3.968684,450.992004,502.463257,
165,2501.399414,3.932030,418.466064,502.443237,
166,2501.399414,4.398975,507.208496,516.099548,
167,2501.399414,4.300279,462.422668,512.830933,
168,2501.399414,8.900461,388.827698,487.011627,
169,2501.399414,4.304742,374.844788,398.101410,
170,2501.399414,9.535893,497.751923,381.493683,
171,2501.399414,4.220370,608.182922,526.341553,
172,2501.399414,4.443671,539.232788,505.194092,
173,2501.399414,4.294265,391.124542,457.149475,
174,2501.399414,6.233607,565.983032,499.588837,
175,2501.399414,4.131200,585.551880,465.514954,
176,2501.399414,3.852539,472.026184,504.520111,
177,2501.399414,5.471905,572.594543,497.477509,
178,2501.399414,5.433616,573.825317,499.203430,
179,2501.399414,12.680630,579.296326,527.929077,
180,2504.545410,4.493907,521.882507,487.350830,
181,2504.545410,4.195493,599.952454,512.331482,
182,2543.809082,9.192169,559.796021,470.528351,
